comm_id,account_id,customer_id,channel,direction,timestamp,subject,body,sentiment,is_complaint,complaint_category
COMM-202312-000131,ACC0010507,IND19002027,social_media,inbound,2023/12/18 17:29:42,Complaint about service,The service delay is frustrating. I have followed up more than once and still do not have a proper answer.,neutral,False,
COMM-202312-000132,ACC0027668,IND21001162,app_message,inbound,2023-12-11T08:35:56+02:00,App login problem,The app is not behaving properly and I cannot complete what should be a simple transaction. Please check whether there is an issue on my profile.,positive,False,
COMM-202312-000133,ACC0038037,IND22016019,branch_visit,inbound,05/12/2023 12:30,Complaint about service,The service delay is frustrating. I have followed up more than once and still do not have a proper answer.,neutral,False,
COMM-202312-000134,ACC0032926,IND21004699,sms,inbound,2023-12-12T10:58:08+02:00,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Statement delays add noise to month-end finance controls' and wanted to check how it affects my account.,positive,False,
COMM-202312-000135,ACC0039015,COM22000045,branch_visit,inbound,25/12/2023 15:15,Cash deposit issue,I made a cash deposit but the amount is not showing correctly. Please investigate the branch or ATM record.,neutral,False,
COMM-202312-000136,ACC0031171,IND21013726,branch_visit,inbound,29/12/2023 13:10,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Banking analytics agenda: five signals to watch this month' and wanted to check how it affects my account.,neutral,False,
COMM-202312-000137,ACC0006305,IND19009929,email,inbound,2023-12-09 10:16:10,Suggestion for bank app,I have feedback on the app experience and would like the product team to review it.,positive,False,
COMM-202312-000138,ACC0008598,IND19010988,app_message,inbound,2023-12-25T15:30:19+02:00,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,True,digital_issue
COMM-202312-000139,ACC0015375,IND19001009,app_message,inbound,2023-12-17T10:53:35+02:00,App login problem,The app is not behaving properly and I cannot complete what should be a simple transaction. Please check whether there is an issue on my profile.,negative,False,
COMM-202312-000140,ACC0074725,IND23011758,sms,outbound,2023-12-20T11:34:39+02:00,Branch holiday hours,Please note adjusted branch hours this month. Digital channels remain available for balance checks and transfers.,neutral,False,
COMM-202312-000141,ACC0060370,IND23004716,sms,inbound,2023-12-26T11:28:46+02:00,Suspicious transaction alert,There is activity on my account that I do not recognise. Please block the card if needed and tell me what evidence you require for the dispute.,positive,False,
COMM-202312-000142,ACC0020665,IND20000734,sms,outbound,2023-12-18T21:52:59+02:00,Your loan repayment failed due to insufficient funds,Your scheduled loan repayment was not successful. Please fund your account or contact us to discuss payment options.,negative,True,statement_error
COMM-202312-000143,ACC0065633,IND23006208,social_media,inbound,2023/12/18 13:38:34,Kudos to branch staff,The branch team helped me quickly and explained the account options clearly. Please pass on my thanks.,neutral,False,
COMM-202312-000144,ACC0014633,IND19005402,email,inbound,2023-12-30 18:19:20,App login problem,The app is not behaving properly and I cannot complete what should be a simple transaction. Please check whether there is an issue on my profile.,negative,True,service_delay
COMM-202312-000145,ACC0054185,IND22008112,branch_visit,inbound,11/12/2023 09:15,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Retail banks sharpen arrears analytics as payment stress persists' and wanted to check how it affects my account.,neutral,False,
COMM-202312-000146,ACC0047253,IND22010016,sms,outbound,2023-12-22T08:11:18+02:00,Your loan repayment failed due to insufficient funds,Your scheduled loan repayment was not successful. Please fund your account or contact us to discuss payment options.,negative,True,incorrect_charge
COMM-202312-000147,ACC0035424,IND21005631,email,inbound,2023-12-09 16:36:02,App login problem,The app is not behaving properly and I cannot complete what should be a simple transaction. Please check whether there is an issue on my profile.,neutral,False,
COMM-202312-000148,ACC0043250,IND22014356,sms,outbound,2023-12-31T07:06:04+02:00,Your loan repayment failed due to insufficient funds,Your scheduled loan repayment was not successful. Please fund your account or contact us to discuss payment options.,neutral,False,
COMM-202312-000149,ACC0016049,IND19007167,branch_visit,inbound,28/12/2023 09:15,Branch appointment request,I would like to book time at the branch to sort out my account and get printed documents for my records.,neutral,False,
COMM-202312-000150,ACC0067403,IND23005697,email,inbound,2023-12-20 20:23:21,App login problem,The app is not behaving properly and I cannot complete what should be a simple transaction. Please check whether there is an issue on my profile.,negative,True,digital_issue
COMM-202312-000151,ACC0054529,IND22000866,social_media,inbound,2023/12/14 08:52:04,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,True,failed_transaction
COMM-202312-000152,ACC0036984,IND22018232,branch_visit,inbound,24/12/2023 15:20,Branch appointment request,I would like to book time at the branch to sort out my account and get printed documents for my records.,negative,True,service_delay
COMM-202312-000153,ACC0027468,IND21006923,social_media,inbound,2023/12/24 11:05:00,Complaint about service,The service delay is frustrating. I have followed up more than once and still do not have a proper answer.,positive,False,
COMM-202312-000154,ACC0010763,IND19005716,branch_visit,inbound,28/12/2023 08:00,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Operational resilience returns to the agenda after payment interruptions' and wanted to check how it affects my account.,neutral,False,
COMM-202312-000155,ACC0038608,IND22004698,branch_visit,inbound,06/12/2023 09:20,Complaint about service,The service delay is frustrating. I have followed up more than once and still do not have a proper answer.,negative,True,service_delay
COMM-202312-000156,ACC0045982,IND22000084,phone_call,inbound,03/12/2023 07:15,Card blocked at ATM,My card was blocked at the ATM and I need access restored or a replacement card arranged. I have an urgent payment to make.,negative,True,incorrect_charge
COMM-202312-000157,ACC0043775,IND22014542,app_message,outbound,2023-12-06T09:33:44+02:00,New statement available,"Your latest account statement is available. Please review the charges, interest and debit order activity.",neutral,False,
COMM-202312-000158,ACC0055244,IND22013873,app_message,inbound,2023-12-03T10:16:53+02:00,Digital wallet setup help,I need help setting up the digital wallet and linking it to the right account. The app keeps asking me to try again later.,neutral,False,
COMM-202312-000159,ACC0040025,IND22004787,app_message,inbound,2023-12-25T14:59:09+02:00,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,True,service_delay
COMM-202312-000160,ACC0043070,IND22007764,sms,outbound,2023-12-17T10:45:40+02:00,New statement available,"Your latest account statement is available. Please review the charges, interest and debit order activity.",neutral,False,
COMM-202312-000161,ACC0061560,IND23001948,phone_call,inbound,23/12/2023 13:29,Card blocked at ATM,My card was blocked at the ATM and I need access restored or a replacement card arranged. I have an urgent payment to make.,neutral,False,
COMM-202312-000162,ACC0060606,IND23009018,branch_visit,inbound,22/12/2023 10:30,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,True,other
COMM-202312-000163,ACC0046177,IND22002698,email,outbound,2023-12-07 19:13:08,New statement available,"Your latest account statement is available. Please review the charges, interest and debit order activity.",neutral,False,
COMM-202312-000164,ACC0008306,IND19000077,app_message,inbound,2023-12-16T07:49:37+02:00,Digital wallet setup help,I need help setting up the digital wallet and linking it to the right account. The app keeps asking me to try again later.,negative,True,failed_transaction
COMM-202312-000165,ACC0005403,IND19010797,branch_visit,inbound,24/12/2023 11:50,Complaint about service,The service delay is frustrating. I have followed up more than once and still do not have a proper answer.,negative,False,
COMM-202312-000166,ACC0014808,IND19003893,social_media,inbound,2023/12/14 10:19:45,App login problem,The app is not behaving properly and I cannot complete what should be a simple transaction. Please check whether there is an issue on my profile.,neutral,False,
COMM-202312-000167,ACC0038020,IND22003181,phone_call,inbound,16/12/2023 12:41,Branch appointment request,I would like to book time at the branch to sort out my account and get printed documents for my records.,neutral,False,
COMM-202312-000168,ACC0030006,IND21011441,phone_call,inbound,27/12/2023 11:16,Why did my debit order fail?,"Eish, My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",neutral,False,
COMM-202312-000169,ACC0067781,IND23013872,app_message,inbound,2023-12-26T07:14:41+02:00,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Statement delays add noise to month-end finance controls' and wanted to check how it affects my account.,negative,True,service_delay
COMM-202312-000170,ACC0006155,IND19014676,sms,outbound,2023-12-22T01:23:30+02:00,Suspicious transaction alert,We detected activity that may require confirmation. Please reply or contact the bank if this transaction was not yours.,neutral,False,
COMM-202312-000171,ACC0011233,IND19015868,social_media,inbound,2023/12/30 14:02:12,Complaint about service,The service delay is frustrating. I have followed up more than once and still do not have a proper answer.,negative,False,
COMM-202312-000172,ACC0058922,IND23003197,branch_visit,inbound,14/12/2023 13:30,Statement copy request,Please send me a copy of my latest statement and confirm the closing balance used for the month-end calculation.,negative,True,statement_error
COMM-202312-000173,ACC0010291,IND19007161,social_media,inbound,2023/12/24 06:46:27,Complaint about service,The service delay is frustrating. I have followed up more than once and still do not have a proper answer.,neutral,False,
COMM-202312-000174,ACC0002906,IND19014412,app_message,inbound,2023-12-20T10:00:07+02:00,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Retail banks sharpen arrears analytics as payment stress persists' and wanted to check how it affects my account.,negative,True,failed_transaction
COMM-202312-000175,ACC0034836,IND21014396,sms,outbound,2023-12-20T08:11:48+02:00,Your loan repayment failed due to insufficient funds,Your scheduled loan repayment was not successful. Please fund your account or contact us to discuss payment options.,negative,True,service_delay
COMM-202312-000176,ACC0061287,IND23009452,branch_visit,inbound,25/12/2023 11:10,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Digital channels reshape banking workloads as customer growth continues' and wanted to check how it affects my account.,negative,True,fee_dispute
COMM-202312-000177,ACC0038833,IND22018052,email,outbound,2023-12-20 17:16:17,New statement available,"Your latest account statement is available. Please review the charges, interest and debit order activity.",neutral,False,
COMM-202312-000178,ACC0040526,IND22010696,email,inbound,2023-12-05 11:27:33,Suggestion for bank app,I have feedback on the app experience and would like the product team to review it.,neutral,False,
COMM-202312-000179,ACC0072161,IND23019997,app_message,inbound,2023-12-25T17:52:49+02:00,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Operational resilience returns to the agenda after payment interruptions' and wanted to check how it affects my account.,negative,True,fee_dispute
COMM-202312-000180,ACC0041719,IND22011245,phone_call,inbound,29/12/2023 17:54,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,True,service_delay
COMM-202312-000181,ACC0071332,IND23006127,social_media,inbound,2023/12/25 14:03:14,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Statement delays add noise to month-end finance controls' and wanted to check how it affects my account.,negative,True,fee_dispute
COMM-202312-000182,ACC0002318,IND19015821,sms,outbound,2023-12-13T21:06:57+02:00,Branch holiday hours,Please note adjusted branch hours this month. Digital channels remain available for balance checks and transfers.,neutral,False,
COMM-202312-000183,ACC0077305,IND23010283,phone_call,inbound,30/12/2023 14:22,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Banks watch debit-order strain as households adjust spending' and wanted to check how it affects my account.,neutral,False,
COMM-202312-000184,ACC0047941,IND22006071,branch_visit,inbound,07/12/2023 13:50,Branch appointment request,I would like to book time at the branch to sort out my account and get printed documents for my records.,neutral,False,
COMM-202312-000185,ACC0042011,IND22003388,sms,outbound,2023-12-28T14:16:53+02:00,Your loan repayment failed due to insufficient funds,Your scheduled loan repayment was not successful. Please fund your account or contact us to discuss payment options.,negative,True,staff_behavior
COMM-202312-000186,ACC0040458,IND22012036,sms,outbound,2023-12-15T19:25:53+02:00,New statement available,"Your latest account statement is available. Please review the charges, interest and debit order activity.",negative,True,incorrect_charge
COMM-202312-000187,ACC0006804,IND19001507,social_media,inbound,2023/12/04 19:55:29,Complaint about service,The service delay is frustrating. I have followed up more than once and still do not have a proper answer.,negative,True,statement_error
COMM-202312-000188,ACC0010611,IND19013513,sms,outbound,2023-12-31T16:41:06+02:00,Your loan repayment failed due to insufficient funds,Your scheduled loan repayment was not successful. Please fund your account or contact us to discuss payment options.,neutral,False,
COMM-202312-000189,ACC0025078,IND21008351,phone_call,inbound,10/12/2023 07:31,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date.,neutral,False,
COMM-202312-000190,ACC0050807,IND22009046,email,inbound,2023-12-26 17:27:47,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Banking analytics agenda: five signals to watch this month' and wanted to check how it affects my account.,neutral,False,
COMM-202312-000191,ACC0009533,IND19006651,branch_visit,inbound,10/12/2023 15:00,Cash deposit issue,I made a cash deposit but the amount is not showing correctly. Please investigate the branch or ATM record.,negative,True,service_delay
COMM-202312-000192,ACC0055429,IND22019700,phone_call,inbound,30/12/2023 15:46,Branch appointment request,I would like to book time at the branch to sort out my account and get printed documents for my records.,neutral,False,
COMM-202312-000193,ACC0021996,IND21005725,email,inbound,2023-12-23 10:10:26,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Statement delays add noise to month-end finance controls' and wanted to check how it affects my account.,negative,True,fee_dispute
COMM-202312-000194,ACC0002311,IND19000946,phone_call,inbound,17/12/2023 10:12,Why did my debit order fail?,"Eish, My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,True,failed_transaction
COMM-202312-000195,ACC0077694,IND23015572,phone_call,inbound,28/12/2023 08:40,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Banking analytics agenda: five signals to watch this month' and wanted to check how it affects my account.,negative,True,fee_dispute
COMM-202312-000196,ACC0061647,IND23011326,sms,outbound,2023-12-13T16:06:08+02:00,New statement available,"Your latest account statement is available. Please review the charges, interest and debit order activity.",neutral,False,
COMM-202312-000197,ACC0064435,IND23018300,email,inbound,2023-12-10 06:57:44,Statement copy request,Please send me a copy of my latest statement and confirm the closing balance used for the month-end calculation.,neutral,False,
COMM-202312-000198,ACC0002736,IND19015711,app_message,inbound,2023-12-16T20:05:45+02:00,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,negative,True,incorrect_charge
COMM-202312-000199,ACC0000189,IND19003338,branch_visit,inbound,17/12/2023 09:00,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Conduct teams press for clearer evidence on fees and failed payments' and wanted to check how it affects my account.,neutral,False,
COMM-202312-000200,ACC0045982,IND22000084,branch_visit,inbound,06/12/2023 14:10,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Banks watch debit-order strain as households adjust spending' and wanted to check how it affects my account.,negative,True,fee_dispute
COMM-202312-000201,ACC0044361,IND22014330,branch_visit,inbound,25/12/2023 11:10,Statement copy request,Please send me a copy of my latest statement and confirm the closing balance used for the month-end calculation.,neutral,False,
COMM-202312-000202,ACC0011724,IND19019660,app_message,outbound,2023-12-10T18:15:40+02:00,New statement available,"Your latest account statement is available. Please review the charges, interest and debit order activity.",neutral,False,
COMM-202312-000203,ACC0057215,IND22008143,app_message,inbound,2023-12-10T12:51:22+02:00,Balance check,Please confirm my available balance and whether any debit orders are still pending.,neutral,False,
COMM-202312-000204,ACC0028210,IND21014015,branch_visit,inbound,06/12/2023 15:00,Complaint about service,The service delay is frustrating. I have followed up more than once and still do not have a proper answer.,negative,True,incorrect_charge
COMM-202312-000205,ACC0021788,IND21006738,sms,outbound,2023-12-19T15:11:19+02:00,Branch holiday hours,Please note adjusted branch hours this month. Digital channels remain available for balance checks and transfers.,neutral,False,
COMM-202312-000206,ACC0051061,IND22008988,social_media,inbound,2023/12/29 20:48:07,Kudos to branch staff,The branch team helped me quickly and explained the account options clearly. Please pass on my thanks.,neutral,False,
COMM-202312-000207,ACC0003356,IND19007954,email,outbound,2023-12-26 19:17:39,New statement available,"Your latest account statement is available. Please review the charges, interest and debit order activity.",neutral,False,
COMM-202312-000208,ACC0020832,IND20001952,branch_visit,inbound,26/12/2023 10:15,Statement copy request,Please send me a copy of my latest statement and confirm the closing balance used for the month-end calculation.,neutral,False,
COMM-202312-000209,ACC0054016,IND22019727,app_message,inbound,2023-12-27T17:57:44+02:00,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,True,failed_transaction
COMM-202312-000210,ACC0024685,IND21006926,social_media,inbound,2023/12/25 19:27:36,App login problem,The app is not behaving properly and I cannot complete what should be a simple transaction. Please check whether there is an issue on my profile.,negative,True,failed_transaction
COMM-202312-000211,ACC0056064,IND22003148,email,inbound,2023-12-20 10:36:45,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,positive,False,
COMM-202312-000212,ACC0021538,IND21005444,phone_call,inbound,30/12/2023 10:08,Branch appointment request,I would like to book time at the branch to sort out my account and get printed documents for my records.,neutral,False,
COMM-202312-000213,ACC0031902, IND21005337 ,branch_visit,inbound,01/12/2023 11:45,Statement copy request,Please send me a copy of my latest statement and confirm the closing balance used for the month-end calculation.,positive,False,
COMM-202312-000214,ACC0046889,IND22001575,email,inbound,2023-12-09 17:51:51,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,neutral,False,
COMM-202312-000215,ACC0074556,IND23014284,sms,inbound,2023-12-07T13:35:56+02:00,Branch appointment request,I would like to book time at the branch to sort out my account and get printed documents for my records.,positive,False,
COMM-202312-000216,ACC0010031,IND19005333,branch_visit,inbound,16/12/2023 15:05,Statement copy request,Please send me a copy of my latest statement and confirm the closing balance used for the month-end calculation.,negative,True,service_delay
COMM-202312-000217,ACC0031426,IND21003416,email,outbound,2023-12-16 18:19:04,New statement available,"Your latest account statement is available. Please review the charges, interest and debit order activity.",neutral,False,
COMM-202312-000218,ACC0022976,IND21008090,branch_visit,inbound,17/12/2023 14:50,Statement copy request,Please send me a copy of my latest statement and confirm the closing balance used for the month-end calculation.,neutral,False,
COMM-202312-000219,ACC0040535,IND22002310,email,inbound,2023-12-29 15:03:37,Suggestion for bank app,I have feedback on the app experience and would like the product team to review it.,neutral,False,
COMM-202312-000220,ACC0060377,IND23003506,app_message,inbound,2023-12-11T11:49:29+02:00,App login problem,The app is not behaving properly and I cannot complete what should be a simple transaction. Please check whether there is an issue on my profile.,negative,True,service_delay
COMM-202312-000221,ACC0013383,IND19015039,phone_call,inbound,23/12/2023 09:43,Card blocked at ATM,My card was blocked at the ATM and I need access restored or a replacement card arranged. I have an urgent payment to make.,neutral,False,
COMM-202312-000222,ACC0037615,IND22004632,sms,outbound,2023-12-23T15:27:05+02:00,New statement available,"Your latest account statement is available. Please review the charges, interest and debit order activity.",negative,False,
COMM-202312-000223,ACC0044586,IND22009611,phone_call,inbound,23/12/2023 09:41,Card blocked at ATM,My card was blocked at the ATM and I need access restored or a replacement card arranged. I have an urgent payment to make.,neutral,False,
COMM-202312-000224,ACC0025677,IND21007765,app_message,inbound,2023-12-03T21:59:59+02:00,Digital wallet setup help,I need help setting up the digital wallet and linking it to the right account. The app keeps asking me to try again later.,negative,True,digital_issue
COMM-202312-000225,ACC0039184,IND22022798,phone_call,inbound,05/12/2023 12:13,Card blocked at ATM,My card was blocked at the ATM and I need access restored or a replacement card arranged. I have an urgent payment to make.,negative,False,
COMM-202312-000226,ACC0052305,IND22003516,app_message,outbound,2023-12-11T13:08:22+02:00,New statement available,"Your latest account statement is available. Please review the charges, interest and debit order activity.",neutral,False,
COMM-202312-000227,ACC0073984,IND23002234,app_message,outbound,2023-12-09T16:06:25+02:00,New statement available,"Your latest account statement is available. Please review the charges, interest and debit order activity.",positive,False,
COMM-202312-000228,ACC0035948,IND21001956,phone_call,inbound,20/12/2023 13:52,Card blocked at ATM,My card was blocked at the ATM and I need access restored or a replacement card arranged. I have an urgent payment to make.,neutral,False,
COMM-202312-000229,ACC0021115,IND20000971,sms,inbound,2023-12-25T04:56:30+02:00,Branch appointment request,I would like to book time at the branch to sort out my account and get printed documents for my records.,negative,True,fee_dispute
COMM-202312-000230,ACC0032060,IND21003629,email,inbound,2023-12-28 19:41:58,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,neutral,False,
COMM-202312-000231,ACC0065329,IND23006796,social_media,inbound,2023/12/21 07:47:51,App login problem,The app is not behaving properly and I cannot complete what should be a simple transaction. Please check whether there is an issue on my profile.,neutral,False,
COMM-202312-000232,ACC0055772,IND22018203,email,inbound,2023-12-24 08:00:57,Statement copy request,Please send me a copy of my latest statement and confirm the closing balance used for the month-end calculation.,neutral,False,
COMM-202312-000233,ACC0046963,IND22002649,phone_call,inbound,31/12/2023 09:42,Why did my debit order fail?,"Eish, My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,True,incorrect_charge
COMM-202312-000234,ACC0058078,IND23017727,social_media,inbound,2023/12/04 21:20:26,Kudos to branch staff,The branch team helped me quickly and explained the account options clearly. Please pass on my thanks.,neutral,False,
COMM-202312-000235,ACC0052646,IND22011477,branch_visit,inbound,31/12/2023 10:05,Statement copy request,Please send me a copy of my latest statement and confirm the closing balance used for the month-end calculation.,negative,False,
COMM-202312-000236,ACC0058850,IND23004734,phone_call,inbound,23/12/2023 11:19,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,neutral,False,
COMM-202312-000237,ACC0021427,IND21005878,app_message,inbound,2023-12-22T07:53:51+02:00,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Retail banks sharpen arrears analytics as payment stress persists' and wanted to check how it affects my account.,neutral,False,
COMM-202312-000238,ACC0057329,IND22005211,app_message,inbound,2023-12-10T02:05:46+02:00,Balance check,Please confirm my available balance and whether any debit orders are still pending.,positive,False,
COMM-202312-000239,ACC0032620,IND21012598,app_message,inbound,2023-12-26T20:44:53+02:00,App login problem,The app is not behaving properly and I cannot complete what should be a simple transaction. Please check whether there is an issue on my profile.,neutral,False,
COMM-202312-000240,ACC0071507,IND23017090,email,inbound,2023-12-03 17:09:20,Statement copy request,Please send me a copy of my latest statement and confirm the closing balance used for the month-end calculation.,negative,True,fraud_concern
COMM-202312-000241,ACC0076411,IND23014785,phone_call,inbound,21/12/2023 10:52,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,True,failed_transaction
COMM-202312-000242,ACC0063341,IND23020184,email,inbound,2023-12-23 08:02:46,Statement copy request,Please send me a copy of my latest statement and confirm the closing balance used for the month-end calculation.,negative,True,digital_issue
COMM-202312-000243,ACC0022377,IND21008480,phone_call,inbound,05/12/2023 15:51,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",neutral,False,
COMM-202312-000244,ACC0049815,IND22010422,sms,outbound,2023-12-07T05:38:54+02:00,Suspicious transaction alert,We detected activity that may require confirmation. Please reply or contact the bank if this transaction was not yours.,negative,True,fraud_concern
COMM-202312-000245,ACC0069556,IND23007351,phone_call,inbound,31/12/2023 08:54,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Banking analytics agenda: five signals to watch this month' and wanted to check how it affects my account.,neutral,False,
COMM-202312-000246,ACC0040501,IND22000216,sms,outbound,2023-12-10T10:00:27+02:00,Your loan repayment failed due to insufficient funds,Your scheduled loan repayment was not successful. Please fund your account or contact us to discuss payment options.,positive,False,
COMM-202312-000247,ACC0031325,COM21000047,sms,outbound,2023-12-31T15:50:53+02:00,Your loan repayment failed due to insufficient funds,Your scheduled loan repayment was not successful. Please fund your account or contact us to discuss payment options.,neutral,False,
COMM-202312-000248,ACC0054133,IND22005216,branch_visit,inbound,05/12/2023 08:45,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,True,fee_dispute
COMM-202312-000249,ACC0030840,IND21007756,phone_call,inbound,31/12/2023 11:29,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date.,negative,True,failed_transaction
COMM-202312-000250,ACC0049460,IND22003927,phone_call,inbound,14/12/2023 17:57,Card blocked at ATM,My card was blocked at the ATM and I need access restored or a replacement card arranged. I have an urgent payment to make.,neutral,False,
COMM-202312-000251,ACC0035089,IND21011363,sms,outbound,2023-12-25T14:37:33+02:00,Suspicious transaction alert,We detected activity that may require confirmation. Please reply or contact the bank if this transaction was not yours.,neutral,False,
COMM-202312-000252,ACC0069525,IND23003285,social_media,inbound,2023/12/04 17:19:21,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,True,service_delay
COMM-202312-000253,ACC0004297,IND19005893,social_media,inbound,2023/12/13 22:39:36,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,True,fee_dispute
COMM-202312-000254,ACC0029489,IND21015009,phone_call,inbound,19/12/2023 14:50,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,negative,False,
COMM-202312-000255,ACC0046805,IND22015675,social_media,inbound,2023/12/21 17:39:03,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,True,digital_issue
COMM-202312-000256,ACC0068735,IND23006648,app_message,inbound,2023-12-18T18:34:55+02:00,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,negative,True,fee_dispute
COMM-202312-000257,ACC0003085,IND19014153,branch_visit,inbound,15/12/2023 10:00,Card blocked at ATM,My card was blocked at the ATM and I need access restored or a replacement card arranged. I have an urgent payment to make.,positive,False,
COMM-202312-000258,ACC0013036,IND19005404,branch_visit,inbound,27/12/2023 10:45,Branch appointment request,I would like to book time at the branch to sort out my account and get printed documents for my records.,positive,False,
COMM-202312-000259,ACC0065099,IND23014282,phone_call,inbound,17/12/2023 07:34,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date.,positive,False,
COMM-202312-000260,ACC0065293,IND23020214,app_message,inbound,2023-12-24T08:33:38+02:00,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,negative,False,
COMM-202312-000261,ACC0063874,IND23016722,phone_call,inbound,07/12/2023 15:07,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,neutral,False,
COMM-202312-000262,ACC0009400,IND19016913,email,inbound,2023-12-06 14:34:43,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,True,failed_transaction
COMM-202312-000263,ACC0026536,IND21018197,phone_call,inbound,25/12/2023 14:18,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date.,neutral,False,
COMM-202312-000264,ACC0013491,IND19000450,app_message,inbound,2023-12-12T13:20:46+02:00,App login problem,The app is not behaving properly and I cannot complete what should be a simple transaction. Please check whether there is an issue on my profile.,neutral,False,
